cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.004992339377876576,1.2025356410613598e-05,0.0011900605205290877,0.01010482761436978,-0.02566941347924656,0.20227272727272727,0.6295454545454545,0.6045454545454545,0.4727272727272727,277.0
