,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,0.00012040165889230335,-0.15217259981385556,-0.019748187464072083,-0.10699169823236403,0.00025888014383848107,-2.056360825023507e-06,-1.0282436040767884e-06
MSFT,5.507247217061912e-06,0.0420234998040193,-0.13966922549042615,-0.13250527446582414,-6.867719722044463e-05,0.00014729158912140053,7.364620857971537e-05
NVDA,1.2410311446694685e-06,0.036486412632668705,0.08659573309361196,0.15059585802982553,-5.111797219177577e-05,1.517954966444729e-05,7.590204766367457e-06
