cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.013507495959336757,-3.053615904024987e-05,0.0008625756894242453,-0.035401135708603426,-0.02106589350721144,0.06363636363636363,0.14545454545454545,0.16363636363636364,0.1431818181818182,64.0,0.062103405349727345,-0.062103405349727345,-0.062103405349727345,1.167499355188841e-05,-3.45960692212037e-06,5.244053007454085e-06,-6.378759044270023e-05,-5.012657289090589e-06
