cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.01861462165152228,-0.0002123780954754416,0.0015050871214299202,-0.14110684521283398,-0.022462647395239954,0.17045454545454544,0.6022727272727273,0.4659090909090909,0.3522727272727273,53.0
