cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.009377721264581362,2.8434158470611683e-05,0.0005465318490596954,0.052026535177286504,-0.009376786704234918,0.07272727272727272,0.25757575757575757
