cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.008136887627075984,2.464015534762237e-05,0.0004070668570965759,0.060530978924124346,-0.0031292478837512405,0.030303030303030304,0.08484848484848485
