cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.01420350640826662,-1.0734392536767931e-05,0.00045381727670437195,-0.02365355637123658,-0.02197190780031899,0.07348484848484849,0.23333333333333334
