fold_id,train_start,train_end,test_start,test_end,retrained,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.0,2019-01-02,2019-01-17,2019-01-18,2019-01-23,yes,0.009771351696818309,0.00011224740562872219,0.0018788511001200945,0.05974257652538162,-0.02098208042174765,0.26136363636363635,0.7727272727272727
1.0,2019-01-08,2019-01-23,2019-01-24,2019-01-29,yes,-0.03388064551438308,-0.000387487961838945,0.0028824132280511968,-0.1344317872496464,-0.04068113078064006,0.4318181818181818,1.2159090909090908
2.0,2019-01-14,2019-01-29,2019-01-30,2019-02-04,yes,-0.02741774582475076,-0.0003135618418645119,0.002157436883997567,-0.14533998384393315,-0.030452795602640692,0.42045454545454547,1.1022727272727273
3.0,2019-01-18,2019-02-04,2019-02-05,2019-02-08,yes,-0.018084266985006536,-0.00020504524328469976,0.0021684752713034966,-0.09455733528445755,-0.026650116560096193,0.4090909090909091,1.2613636363636365
4.0,2019-01-24,2019-02-08,2019-02-11,2019-02-14,yes,0.0034072370502382654,4.040911903975695e-05,0.0018844612197306948,0.021443327470295065,-0.013370703938333395,0.5568181818181818,1.1704545454545454
5.0,2019-01-30,2019-02-14,2019-02-15,2019-02-15,yes,-0.009255428383125874,-0.0004211480018336202,0.001724421711578275,-0.2442256433016985,-0.010902780136358814,0.3181818181818182,0.5454545454545454
