,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00016968604081261804,-0.01521297419174099,-0.015060625762695994,-0.019442363353168096,0.00011334019554597329,-3.618457500203647e-05,-1.8092319668472484e-05
MSFT,0.00048568604009392816,-0.006480408346284962,0.008467436771389674,0.0009667442112099704,-0.0004831391802589037,0.00025956404077935103,0.00012978205244559826
NVDA,0.0002339560075203527,0.017958939412744315,0.003160801528573794,0.015671340066555444,-4.044661763743823e-05,-0.000275965234998807,-0.00013798262192264347
