mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
inverse_trend,0.0019490201469674062,1.9487206697085807e-06,0.00028205990428023243,0.10967521838887925,-0.006693583837413697,0.0392156862745098,0.004320498723875807,0.006764413933927957,0.07058823529411765,4.406908698353323,0.004191149432279413,0.0022034543491766616,0.0019876950831027524,72,0.5555555555555556
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
