cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.019171196558370296,-0.00010932375855927907,0.0011481684190973221,-0.09521578606492961,-0.02259480001064562,0.17613636363636365,0.6704545454545454,0.5965909090909091,0.4772727272727273,118.0
