horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
15m,6.0,-0.024030336855000556,-5.007973652468656e-05,0.002268437957425263,-0.02207674949220493,-0.05731423389867363,0.2554112554112554,0.4004329004329004,0.7619047619047619,0.6103896103896104,185.0
