cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.03620282954947096,-0.00041474948092938476,0.0029044281488785225,-0.14279901573379622,-0.051226729640413526,0.22727272727272727,0.36363636363636365,0.6136363636363636,0.5340909090909091,32.0
