fold_id,stock,factor_set,factors,candidate,family,selection_score,active_days,mr_probability_entry,mr_entry_score,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,selected
3.0,AAPL,QQQ_XLK,"QQQ,XLK",mr_p035_s175,mean_reversion,2.090365423434997,24.0,0.35,1.75,0.002927035767277486,2.3973753272838642e-05,0.00018195300923765317,2.0915924199936566,-0.0012357269484901678,0.13934426229508196,0.004907986234637837,0.02410029607805622,0.19672131147540983,0.5987743206258161,True
3.0,MSFT,SPY_XLK,"SPY,XLK",mr_p035_s200,mean_reversion,3.581575073111438,14.0,0.35,2.0,0.005916394660289148,4.837606672202787e-05,0.00021427749691102534,3.58388660869319,-0.0002486017763677628,0.09016393442622951,0.009246142327007406,0.015605988401487572,0.11475409836065574,1.1280293638949035,True
3.0,NVDA,XLK,XLK,mr_p040_s200,mean_reversion,0.9592369332560859,15.0,0.4,2.0,0.0021346925865570743,1.752061641361122e-05,0.0002897629119841629,0.9598577028968822,-0.0015755994943295049,0.07377049180327869,0.00248307856318508,0.017655346680308954,0.12295081967213115,0.30293558470857973,False
,AVGO,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
3.0,AMD,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p040_s125,mean_reversion,1.2902784798395301,29.0,0.4,1.25,0.004685771300617425,3.8429117827147454e-05,0.00047126139447276896,1.2944903622497692,-0.004257665554536771,0.13934426229508196,0.016847529640956507,0.037052725065968344,0.23770491803278687,2.055398616196694,True
3.0,ADBE,XLK,XLK,mr_p040_s150,mean_reversion,3.031289399938293,25.0,0.4,1.5,0.007123709729162986,5.823179166788886e-05,0.0003047721547961298,3.033088884134113,-0.000740715656346036,0.14754098360655737,0.007197936783279938,0.022389082745663317,0.20491803278688525,0.8781482875601524,True
,CRM,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
3.0,CSCO,XLK,XLK,mr_p035_s200,mean_reversion,2.6151232837586527,13.0,0.35,2.0,0.002729236506493926,2.2349686276890875e-05,0.0001356343501330355,2.6157847939390404,-0.000466313934620155,0.08196721311475409,0.002646040721551181,0.00864060708188943,0.10655737704918032,0.3228169680292441,True
,INTC,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
3.0,ORCL,QQQ_XLK,"QQQ,XLK",mr_p040_s150,mean_reversion,2.272802507449191,10.0,0.4,1.5,0.00212517342371088,1.7408443588894993e-05,0.00012153274073116788,2.273876759718342,-0.000305220025014985,0.04918032786885246,0.004297009076603083,0.010708125243169865,0.08196721311475409,0.5242351073455762,True
3.0,QCOM,SPY_XLK,"SPY,XLK",mr_p035_s125,mean_reversion,2.75024661351869,21.0,0.35,1.25,0.008595324249848435,7.023615596957101e-05,0.0004051089683761796,2.752258028038604,-0.002016656406170325,0.09836065573770492,0.008045658079658354,0.02438780096488578,0.1721311475409836,0.9815702857183191,True
3.0,TXN,QQQ_XLK,"QQQ,XLK",mr_p040_s150,mean_reversion,2.2920009538722006,38.0,0.4,1.5,0.0046016494613163594,3.76662866440664e-05,0.00026058704823789166,2.2945643986226916,-0.0013066313632795756,0.1885245901639344,0.010253779001963611,0.03341253509120272,0.3114754098360656,1.2509610382395606,True
