cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.009499385701675744,-0.00010833945049818771,0.0004886821768941326,-0.22169715946415253,-0.009499385701675744,0.011363636363636364,0.06818181818181818,0.07954545454545454,0.07954545454545454,6.0
