,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.0001386832279132786,-0.009234235203118672,-0.01258862446524319,0.01766301600136998,8.644838945549076e-05,0.00019010247980269905,9.505116859521039e-05
MSFT,-0.00048187905120292775,-0.00042843637028173786,0.004874213606463303,0.008845748063403762,0.0003909563805693722,0.00010424210019408626,5.212107418165326e-05
NVDA,0.0004393660073598381,0.026232835048215275,-0.02305336681160344,-0.003620738251212126,-3.782472690231012e-05,6.195753169002277e-05,3.0978755463198394e-05
