cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.052027944516231495,2.303053407345595e-06,0.0002926396073080113,0.007869930623989552,-0.052275997450230594,0.07638146167557933,0.0
