mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
trend,-0.032522899574115915,-3.22243009741907e-05,0.0006175143106168435,-0.8283936266880048,-0.03625024658188769,0.1480392156862745,0.022635554461627374,0.040400291752144456,0.3392156862745098,23.088265550859923,-0.02192557007240339,0.010943216921271117,-0.032868786993674515,346,0.43641618497109824
mean_reversion,-0.016006666133407954,-1.4938643788800537e-05,0.0013278976795682398,-0.17858576152914266,-0.04182009099227635,0.4264705882352941,0.037207102246075346,0.14730503873830106,0.8725490196078431,37.951244290996854,0.002486520028920247,0.0177239366934968,-0.015237416664576548,890,0.4887640449438202
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
