cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.08396764956804126,-0.0001970435999152157,0.0021273191727425988,-0.09262531097352054,-0.09875090987021895,0.35909090909090907,0.5863636363636363,1.0636363636363637,0.7113636363636363,258.0,-0.044461577535166,0.044461577535166,0.044461577535166,-7.010892142826118e-05,4.033339353453381e-06,-3.6398096412637666e-05,-7.927697879269416e-05,-0.00014424832614441427
