mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
mean_reversion,0.026087579350069,2.5610147928743786e-05,0.0008510586196531837,0.4776974057555109,-0.015923708471253906,0.3,0.04187776543398991,0.11356644334897119,0.6058823529411764,42.71532074266971,0.04668138193507233,0.020559031047753674,0.026122350887318662,618,0.49514563106796117
inverse_trend,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
