start_date,end_date,factor,residual_window_days,state_level_window,state_trend_window,state_volatility_window,state_volume_window,train_window_days,test_window_days,step_days,min_regime_obs,min_target_score,stock_weight,transaction_cost_bps,gross_exposure_limit,hedge_fraction,validation_window_days,objective,min_validation_active_days,min_validation_active_rate,min_validation_cum_return,min_validation_score,turnover_penalty,allowed_candidate_families
2020-01-02,2025-12-31,XLK,60,60,20,20,60,504,63,63,150,0.25,0.05,5.0,2.0,1.0,126,sharpe,10,0.05,0.002,1.0,0.25,"('mean_reversion',)"
