cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.05957486377672638,8.811701184812435e-06,0.00029612513597192225,0.02975668092440466,-0.02039817163410007,0.07469696969696969,0.24242424242424243
