cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.01198464694280199,3.635749476083139e-05,0.0007163069586844205,0.05075686382777306,-0.009402794400453773,0.1484848484848485,0.15757575757575756
