cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.02128314487375982,-3.5880701518892905e-05,0.0008189071594004887,-0.043815347206343516,-0.029013607358147175,0.03535353535353535,0.10101010101010101
