cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.016047899399027288,-2.6619962492645487e-05,0.001109463951722167,-0.023993535302633866,-0.03185600890938445,0.09090909090909091,0.265993265993266
