date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLE_exposure,net_XLF_exposure,net_XLI_exposure,net_XLK_exposure,net_XLV_exposure,portfolio_vol_scale
2024-12-26,0.29225619564173727,0.24190950705169129,0.25,0.28416570269342856,0.5341657026934286,0.05034668859004601,0.0011736965262874356,0.0,0.0,0.0,0.0,0.0,1.0
2024-12-27,0.2904251105921467,0.24150221725852783,0.25,0.28192732785067454,0.5319273278506745,0.04892289333361893,0.0025379991463763928,0.0,0.0,0.0,0.0,0.0,1.0
2024-12-30,0.2900963764863951,0.2414841413654099,0.25,0.28158051785180493,0.5315805178518049,0.048612235120985184,0.0006059849638890905,0.0,0.0,0.0,0.0,0.0,1.0
2024-12-31,0.3712167960356173,0.2887925557824774,0.3,0.36000935181809474,0.6600093518180947,0.08242424025313981,0.13393845415404992,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-02,0.3716572238284904,0.28924840854542755,0.3,0.360905632373918,0.660905632373918,0.08240881528306286,0.0017767771316604813,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-03,0.3590738919349279,0.25,0.3,0.30907389193492785,0.6090738919349279,0.10907389193492784,0.22666507665186497,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-06,0.3597966723106155,0.25,0.3,0.3097966723106155,0.6097966723106154,0.10979667231061546,0.0007227803756876261,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-07,0.5067167957819415,0.35,0.39999999999999997,0.4567167957819415,0.8567167957819415,0.1567167957819415,0.24692012347132603,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-08,0.4439690211979152,0.3,0.35,0.3939690211979152,0.7439690211979152,0.14396902119791521,0.11352655021664142,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-10,0.41080023086402073,0.3069271293819642,0.35,0.36772736024598496,0.7177273602459849,0.1038731014820565,0.1822056203801276,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-13,0.3030405843282434,0.2640780818943781,0.3,0.2671186662226214,0.5671186662226214,0.0389625024338653,0.551748246941695,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-14,0.30093977451826437,0.2658435872876629,0.3,0.26678336180592727,0.5667833618059273,0.0350961872306015,0.003866315203263797,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-15,0.05,0.06691367790631143,0.1,0.01691367790631143,0.11691367790631144,-0.01691367790631143,0.4836970397122387,0.0,0.0,0.0,0.0,0.0,1.0
2025-01-16,0.05,0.06791784904866524,0.1,0.017917849048665245,0.11791784904866526,-0.017917849048665245,0.0010041711423538144,0.0,0.0,0.0,0.0,0.0,1.0
