date,AAPL,MSFT,NVDA,AVGO,AMD,JPM,BAC,GS,MS,C,XOM,CVX,COP,SLB,EOG,LLY,JNJ,MRK,ABBV,UNH,CAT,HON,UNP,UPS,LMT,XLE,XLF,XLI,XLK,XLV
2020-07-01,-0.0,0.0,0.0,-0.0,-0.0,-0.00042707925683635613,-0.0,-0.0,-0.0,0.0007392939022543739,-0.0,-0.0,-0.0,-0.0,-0.0,0.00026871934718503186,-0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0014362689657529636,-0.0,0.0,-0.000197238530184271,-0.0001478605653824381,-0.0,0.00034471089471408073
2020-07-02,0.0,0.0,0.0,0.0,-0.0,-0.00032272056958363034,6.444684028656265e-05,4.304124629661983e-05,0.0,-0.00019821631509544732,0.0,0.0,0.0,0.0,-0.0006575109693439324,-0.00017422152908565822,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,2.6226069313582708e-05,0.0,0.000613527204555964,1.0091018509345006e-05,0.00026504967998548394,-0.0,0.00037805007041439345
2020-07-06,0.0,0.0,0.0,0.0,0.0,0.0012470005806019253,0.0007880887326995443,-0.002461214308226436,0.0,-0.0013851841776935082,0.0,0.0,-0.0,0.0,0.00010898646938755112,-0.0009130741098589366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0004353153041263939,0.0,0.00016270198543159953,0.0001469617613946198,0.0004358139496108366,-0.0,0.0005103385565624972
2020-07-07,-0.0,-0.0,0.0,-0.0,-0.0,-0.0014308044420375755,-0.0013928477251483056,0.0019672088782410747,-0.0,0.0016132008314082786,-0.0,-0.0,-0.0,0.0015435831833543515,0.0023349756191588544,4.1961397978918376e-05,-0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0037995084773847308,-0.00014788472518126325,0.0,0.0,-0.0004577067907269683
2020-07-08,0.0,0.0,0.0,0.0,0.0,0.0005279652546754394,0.00019518567402366854,-0.0007196160169756343,0.0,-0.0005533653319840877,-0.0,0.0,0.0,0.0003034492072597815,-0.0,-0.000708598259510877,0.0,-0.0,-0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,-5.189048576895294e-05,0.00010793425333351203,-0.0,-0.0,5.1526316142104345e-06
2020-07-09,0.0,0.0,0.0,0.0,0.0,-0.0010944201149738968,-0.0007194368726049834,0.001358207195685258,-0.0,0.0014253930481572792,-0.0,-0.0,-0.0,0.0026710896134054217,-0.0,0.0007986342982458296,-0.0,-0.0,-0.0,-0.0,0.0009454311458197451,-0.0,-0.0,-0.0,-0.0,-0.0031728940846198895,-0.00026247665016865073,-0.0011749890535190106,-0.0,-0.00041306797536234176
2020-07-10,0.0,-0.0,-0.0,-0.0,-0.0,0.0026612519118027473,0.0026721468288094666,-0.002169877504956643,0.0,-0.003135209025563174,0.0,0.0,0.0,-0.0018902594670857503,0.0,0.0009369304802339298,-0.0,0.0,-0.0,0.0,-0.0008985817631464187,0.0,0.0,0.0,0.0,0.001957496688395832,0.0004315258533690788,0.0006870043440780438,0.0,-0.00012216045821094584
2020-07-13,-0.0,0.001568793420148168,-0.0,-0.0,-0.0,0.0007116456766406386,0.0003526253985049184,-0.0008010981133422276,0.0,0.00042918718456957776,0.0,0.0,-0.0,0.0011658190920248806,-0.0,0.0003933156957991075,0.0,0.0,0.0,0.0,-0.000990054777596446,0.0,0.0,-0.0,0.0,-0.00033437176350728726,6.764709989534426e-05,0.0002169165297180706,-0.0010418057545114716,0.0002915920377816898
2020-07-14,0.0,-0.0003081228758264485,0.0,0.0,0.0,0.0,-0.00010345544762752435,-0.0012131409255588174,0.0,-0.0,0.0,0.0,0.0,-0.002824345938949178,0.0,0.0,0.0,0.0,0.0,0.0,-0.0023597574081995476,0.0,0.0,0.0,0.0,0.002159886163603813,-5.522322552862297e-05,0.001142052666391573,0.0005731948070691087,-0.0
2020-07-15,0.0,7.444944817953819e-05,-0.0,-0.0,0.0,0.0,0.0009438113634465808,-0.000670683746538954,0.0,0.0,0.0,0.0,0.0,-0.0013677441724683466,0.0,0.0,0.0,0.0007546595158327229,0.0,-0.0,-0.000537717724251505,0.0,0.0,0.0,0.0,0.001410943787081651,-0.00016398472966104493,0.0014032216656195897,0.00027020798088268476,-0.000706220858567149
2020-07-16,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0013806770509017633,0.0005167226283415829,0.0,-0.0,-0.0,-0.0,-0.0,0.00021208939541815148,0.000377835551128062,-0.0,0.0,-2.5182574191350856e-05,-0.0,0.0,-7.222303725784486e-05,0.0,0.0,0.0,0.0,-6.806438354795193e-05,-0.0,1.557518929896569e-05,0.0,8.967453278261091e-05
2020-07-17,-0.0,-0.0,0.0,0.0,0.0,-0.0,-0.0015059462825268253,0.0007651294629478116,-0.0,-0.0,-0.0,-0.0,-0.0,0.0005341931154156288,-0.0006948943180504276,0.0,0.0,0.00029509723381037126,0.0,-0.0,0.0006026356259860871,0.0,0.0,-0.0,0.0,-0.00020809192892051306,7.018948938686903e-05,0.0003293519631256752,-0.0,-0.0007063601630091637
2020-07-20,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-7.090188369039182e-05,-0.0,-7.971304996457869e-05,-0.0,-0.0,-0.0,0.0004857026860236609,0.0005692661112562715,0.0,0.0,-0.00028880040110889417,-0.0,-0.0005032911885762596,0.00083602286516299,-0.0,0.0010763297616968018,-0.0,-0.0,-0.00025951586530390875,0.00011552172947674413,-0.0011798345262507117,-0.0,2.071860106045735e-05
2020-07-21,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-7.31598082051483e-05,0.0,0.001560939564263817,0.0,0.0,0.0,-0.0029482223239111665,0.0,-0.0,0.0,-0.00032849139000607164,-0.0,0.0002711280613686801,-0.00045841356225444387,0.0,-0.00035669298864223934,0.0,0.0,0.0038657202049273303,-0.0004909569030861846,0.0012605330546039638,0.0,7.219470043238957e-05
2020-07-22,0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-6.770481738646289e-05,-0.0,-0.0,-0.0,0.0010070053774559014,-0.0,-0.0,0.0,-6.976597821191844e-05,0.0,0.00026151542079071524,-0.0004068191766763406,-0.0,0.0,-0.0,0.0,-0.0008049834929403374,-0.0,0.00043951227116607243,-0.0,-0.0009755755751103709
2020-07-23,-0.0,-0.0,-0.0,-0.0006624312974244807,-0.0,0.0,0.0,-0.0,-0.0,0.0004048605116309762,0.00010308101234347092,-0.0,-0.0005285851318475767,0.0,-0.0,-0.0,-0.0,-0.00045906978951454217,0.0,-0.0006134442516853992,0.00013889913165347382,-0.0,-0.0,-0.0,-0.0,0.0001796577269759675,-6.79685418924217e-05,-0.00016824887621899265,0.0015074807812861539,0.00048565575775033447
2020-07-24,-0.0,-0.0,0.0,-0.0006304311251005682,0.0,-0.0,-0.0,-0.0,-0.0,-0.00039518278006103166,-0.00030988277774070093,-0.0,-0.00022293819446189494,0.0,0.0,-0.0,-0.0,-0.0006187240591592528,-0.0,-0.0003610721932179095,-0.000357430948058921,-0.0,0.0,0.0,-0.0,0.0005396897706806323,0.00020416829699469247,-0.0004503420432592745,0.0006783169752099922,0.0011873890004746987
2020-07-27,0.0,0.0,0.0,0.0011140855751849198,0.00031076200347795,-0.0,-0.0,0.00038320047142334935,0.0,-0.0003690770448958121,0.000731441615358256,0.0,-0.0006371104315381106,0.0,-0.0,0.0,-0.0,0.0011729051575513584,0.0,-0.00036537308685635246,-0.000832541669523545,0.000443055632281642,0.0,0.0,-0.0,-0.00010247524431746865,0.0011661042136534368,-5.799134439357603e-06,4.4699740261406535e-05,-0.0008046428281705924
2020-07-28,-0.0,-0.0,-0.0,-0.0008596569999555602,0.000995786317030669,0.00021624995093006387,0.0,-0.00034598793652447854,-0.0,-1.9500780278386953e-05,-0.0,-0.0,-0.001028869022263249,-0.0,-0.0,0.0,-0.0,0.00047913618446727784,-0.0,0.0002222114495660029,0.0006692673326426106,0.000412856987849673,-0.0,-0.0,0.0,0.0008444249287155921,0.000493809374532017,1.0626476867517418e-05,-1.3259328165530692e-05,0.0001222382638545394
2020-07-29,0.0,0.0,0.0,0.000243427939444493,-0.005908047454292245,0.0011980268561910617,0.0,0.0002375066316427782,0.0,0.001204413181949311,0.0,0.0,0.0012421424606667497,0.0,0.0012843976569146232,-0.0,-0.0,-0.00021378302186192508,0.0,0.0011127872297141744,-0.0008974968138583357,0.0,0.0,0.0,0.0,-0.002072972404483073,-0.003676107719331203,0.0008158676752153544,1.0324416063380315e-05,-0.0011167476856567028
2020-07-30,0.0,-0.0,0.0,0.0005233963567412815,0.0,-0.0013523956111036344,-0.0,-0.0007585134647105855,-0.0,-0.001596034529996087,-0.0,-0.0,-0.0029655506635245165,-0.0,-0.0020196266743621205,-0.0,0.0,-0.00022735923980451544,-0.0,-0.0002369633955966428,0.001370640539583174,-0.0,-0.0,0.0,-0.0,0.004018037123951335,0.00358785165826247,-0.000540392573852758,-0.0003028928856017846,0.0007424564095486301
2020-07-31,0.0,0.0,-3.5329447108801827e-06,0.0007394584962257322,-0.0,-0.0001962204315282809,0.0,-0.00039498054403770395,-0.0,-0.0008525186701930664,0.0002501494199201223,-0.0,-0.0003332012864078265,-0.0,0.0002889872114118088,-0.0008935580223216262,-0.0,0.0007850440738676173,-0.0,-0.0004029560797513982,-0.0,7.034470057905262e-05,0.0001588907880538531,0.0,-0.0,0.0006936542900734148,-8.227997190329773e-05,0.0003711857260884697,0.00014282265639928009,0.0009219149300776726
2020-08-03,0.0,0.0,-0.001829105690360603,0.0007022279130403517,0.0,-0.0002801709105129037,0.0,0.0003598857867561254,0.0,0.0003784878630847123,0.00020158926868641403,0.000515560123408191,-0.0009177045740139727,0.0,-0.0005149155140530829,0.0008412430816348133,0.0,0.0014130440335377854,0.0005396960965758472,0.00013687569358559448,-0.0,-0.00028197456403798336,-0.00037347094689151744,-0.0,-0.0,-0.0006683987253477575,-0.0005789357528009811,-0.0004119151787009045,9.619790281161056e-05,-0.002023578915838608
2020-08-04,0.0,-0.0,-0.0009780867690228027,0.001102227449133589,0.0,-0.00028698226449823687,0.0,0.0005610611697811073,-0.0,-0.00024868249811796936,0.0014233345598758903,0.0009807669972405916,0.0,0.0,0.002204300849250504,0.0006532641920256274,-0.0,-0.0,-0.0008673928298165917,0.0001463552047253466,-0.0,-0.00040559946610892135,0.0004685636188417149,0.0,0.0,-0.0032606845693007895,0.0008289805309975069,-0.000246639501807761,1.291509107764518e-05,0.0006569739359742289
2020-08-05,0.0,-0.0,-0.0002620539432605726,0.00017479080922790896,0.0,0.000861195807334774,0.0,0.000709092049868429,0.0,0.0008895273153193521,0.0,0.000408776529825672,0.0,0.0,0.0,-0.0001649472694877376,0.0,-0.0,-0.0005545540476830527,0.0012918688709104786,0.0,0.0011706052027618927,0.001079352748821852,0.0,0.0,-0.0003902370896223811,-0.0027257661155815917,-0.0018733658079653776,1.9653481863811425e-05,-0.0006839171188138393
2020-08-06,0.0,0.0,-0.00021549613969732754,-5.768939458865706e-05,0.0,1.542813074724599e-05,0.0,-6.605182358431446e-05,-0.0,-0.00014715992178965804,-0.0,0.00015457732584148068,0.0,-0.0,-0.00013774113394223418,-0.0004752330548719735,-0.0,-0.0,-0.0003659471722402532,0.0,-0.0,0.0005800987943791176,0.0005993126529448502,0.0,-0.0,-0.00011472014495665211,8.186841382740313e-05,-0.0003766985004232634,6.916304739854181e-05,0.00045974180162769196
2020-08-07,-0.0,-0.0,0.0006035129849681652,-0.0004930660176833865,-0.0,0.0010884368363125955,0.0,0.0009745290555406273,0.0,0.001194115582795159,-0.0,-0.0003844627882729562,0.0,0.0,0.002086561535084256,1.635002140072208e-05,0.0,-0.0,0.00018868964115442938,0.0,0.0,0.0008222746987288084,0.0,0.0,0.0,1.9701351415527706e-05,-0.004213863469956651,-0.0009438855211404485,-6.473211218226981e-05,-0.00029054304689884764
2020-08-10,0.0,-0.0,0.00015426245776313562,0.00021889241897085802,-0.0,0.0006299453388978011,0.0,0.0002657734020141972,0.0,0.0007049078459749295,0.0,0.0016599269821830917,0.0,0.0,0.0,2.288105162017756e-05,-0.0,-0.0,-0.000291420144987454,0.0,0.0,0.0013735205891307195,0.0,0.0,0.0,-0.0011351724492487082,-0.0014393545916821643,-0.0013450612578382553,-1.637134843097532e-05,0.00030898256725604885
2020-08-11,-0.0,-0.0011831565341980342,0.0014309402652826282,-0.0005112189332384578,-0.0,0.0015554418723476258,0.0,0.0003995835175867651,0.0,0.0008441393519375578,0.0,-0.0,0.0,0.0,-0.0,-0.0007805711338855827,-0.0,0.0,0.00015671452980703314,-0.0,0.0,0.0002658665674334904,0.0,-0.0,0.0,0.0,-0.0023008555191459524,-0.000292526680919905,0.0009062426902613272,0.0005784403550934534
2020-08-12,0.0,0.0014083389769018807,-0.0026486379436629877,0.0014613231637459207,0.0,-0.0,-0.0,0.00025284205206575256,0.0,-0.00038278592335658874,-0.0,0.0,0.0,0.0,-0.0,0.0006332956223977498,0.0,0.0,0.001509307922402306,0.0,0.0,-6.555331046688355e-05,0.0,0.0,0.0,-0.0,0.0003915198752439207,-0.00017718946901780925,-0.001105764802671331,-0.0015190094293963206
2020-08-13,0.0,-0.00011725579089370009,-1.2017523792462398e-05,-0.0006364517509440602,-0.0,-0.0,-0.0,-0.0008893985100630399,-0.0,-0.0004329846334936916,-0.0012400176287100653,-0.0,-0.0,-0.0,-0.0017305633716350887,-0.0006897571515301559,-0.0,0.0,-0.0004364084700431513,-0.0,-0.0,-0.00034164057068197286,-0.0,0.0,-0.0,0.0019085439826384343,0.0008976552160320256,0.0002818843494006676,-2.088284856671767e-05,0.00012162963312498307
2020-08-14,-0.0,0.0,-0.0005259317409260938,-0.0002434427546657786,-0.0,0.0,0.0,-0.00010087427765843566,0.0,3.7800039600384804e-05,0.00022039242272097628,0.0,0.0,0.0,0.0005765867438356541,-0.00012310769819260978,0.0,-0.0,0.00020553388625778538,0.0,-0.0,0.0004071938811488554,0.0,0.0,0.0,-0.0009219445213978501,-0.000566048277076932,-0.00020402168908807865,-6.594057081159068e-06,0.00018526788561171195
2020-08-17,-0.0,0.0,-0.0032353026467613986,0.00037986021583103353,0.0,-0.0,-0.0,-0.0011921545670601844,-0.0,-0.0014471542016076385,-0.0006523857696237816,0.0,-0.0,-0.0,-0.0015131828819913411,0.00047742554899237274,0.0,0.0,0.0,-0.0,-0.0,-0.00047643289265396067,-0.0005054606409838576,-0.0,-0.0,0.0005632813469471371,0.002402499318256666,3.758219822552452e-05,6.409772901725385e-05,-0.0003223685504734317
2020-08-18,0.0,0.0,-0.0,-0.00025494774188207964,-0.0,-0.0,-0.0,-0.00043523693389444336,-0.0,-0.0010613606065286816,-0.0002468560321677835,-0.0,-0.0,-0.0,-0.0002045432931140754,0.0005186496084466484,0.0,-0.0,-0.0,-0.0,-0.0,-0.00043651824040136347,0.000824315937237137,-0.0,0.0,0.001244319201364665,0.000926244060998053,4.62538535346774e-05,-0.00018235192172355846,1.5400865069968074e-05
