cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.012572437110152102,-0.00011427758415839123,0.0012169712578777503,-0.09390327291515284,-0.02249122573343354,0.08181818181818182,0.22727272727272727
