horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
15m,6.0,-0.01922430355570426,-4.147640932973228e-05,0.0010384389436927518,-0.03994111505702941,-0.028299503265619474,0.02813852813852814,0.07792207792207792,0.08658008658008658,0.08441558441558442,36.0
