horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
15m,4.0,-0.11114427150363826,-7.742542212258951e-05,0.0016295116046906677,-0.04751449569289031,-0.12522394307957085,0.31283422459893045,0.5387700534759359,0.9371657754010695,0.6624331550802139,806.0,0.025891105185091842,-0.025891105185091842,-0.025891105185091842,1.0887777411421332e-05,-3.174288586923384e-05,1.1043660261980082e-05,-6.773560929740593e-05,-5.4261570844369605e-05
