cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.012836721738245016,-2.9125292246838918e-05,0.0006897553929278655,-0.04222553755354956,-0.025053936553532274,0.07727272727272727,0.1431818181818182,0.16818181818181818,0.16363636363636364,63.0,0.07661771473411028,-0.07661771473411028,-0.07661771473411028,-3.294639451827359e-05,-8.61048724640053e-06,3.251837030373491e-06,3.0075334279665518e-05,-4.420333766657742e-05
