cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.04237506618514031,3.1690794667346165e-05,0.0007070492584173957,0.04482119780208862,-0.010335517629532442,0.07348484848484849,0.25
