,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00015266635805368095,-0.0063487843552382395,-0.022514119709536165,-0.00841224762768258,0.0001233717750775628,-1.5054591430634358e-05,-7.527358456102114e-06
MSFT,-0.0003354265091724867,0.001765939482257596,-0.00034089341758212143,0.03108461252719059,0.0002497316523876236,0.00014833208883371162,7.416606838735091e-05
NVDA,2.6520605651322805e-05,0.00501608407489646,-0.00478301483061927,0.018784613654718958,3.852861771153167e-05,-0.00036636869223068185,-0.0001831843457523936
