horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
5m,6.0,-0.003274305685803225,-1.5959397526801334e-06,0.0006992834382103486,-0.0022822501799335698,-0.03410141214201512,0.09427609427609428,0.24354657687991021
15m,6.0,-0.016047899399027288,-2.6619962492645487e-05,0.001109463951722167,-0.023993535302633866,-0.03185600890938445,0.09090909090909091,0.265993265993266
