,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-6.661703782109583e-05,-0.05091303151487264,-0.008392265960495358,-0.022515000589901378,0.00013833009120641754,-4.041565176249414e-05,-2.0207869613088744e-05
MSFT,7.31150224173822e-05,0.01454384904058778,-0.0038789820086661,0.00856386011569849,-8.71046738786724e-05,-0.00011752192145229718,-5.876092370494201e-05
NVDA,0.00022096533447054498,-0.003011838697133306,0.023574052766025217,0.024059530372560745,-9.680296784336392e-05,-9.689775187279467e-05,-4.844888781857629e-05
