mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
inverse_trend,0.010388812710768969,1.0322844732443385e-05,0.0006169500240929851,0.2656132158347589,-0.02397300027587046,0.1784313725490196,0.022635554461627374,0.04040029175214446,0.3392156862745098,23.088265550859923,0.021925570072403394,0.011396268445311155,0.010529301627092253,346,0.5260115606936416
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
