cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.025979199049749435,-1.9809051204762984e-05,0.0005141647289806106,-0.03852666293161854,-0.035595322382910854,0.06212121212121212,0.22121212121212122
