date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure,portfolio_vol_scale
2023-11-14,0.028909725302542977,0.05,0.05,0.028909725302542977,0.07890972530254298,-0.021090274697457025,0.07890972530254298,0.0,1.0
2023-11-15,0.030056042449648487,0.05,0.05,0.030056042449648487,0.08005604244964849,-0.019943957550351516,0.0011463171471055092,0.0,1.0
2023-11-16,0.030093602900497986,0.05,0.05,0.030093602900497986,0.080093602900498,-0.019906397099502017,3.756045084949908e-05,0.0,1.0
2023-11-17,0.027501799618176642,0.05,0.05,0.027501799618176642,0.07750179961817664,-0.02249820038182336,0.0025918032823213435,0.0,1.0
2023-11-20,0.028009175722649035,0.05,0.05,0.028009175722649035,0.07800917572264904,-0.021990824277350968,0.0005073761044723929,0.0,1.0
2023-11-21,0.05,0.10005420142947721,0.1,0.05005420142947722,0.15005420142947723,-0.05005420142947722,0.12806337715212623,0.0,1.0
2023-11-22,0.05,0.09973221931859995,0.1,0.049732219318599946,0.14973221931859995,-0.049732219318599946,0.0003219821108772711,0.0,1.0
2023-11-24,0.05,0.09717710073362272,0.1,0.04717710073362272,0.14717710073362272,-0.04717710073362272,0.0025551185849772284,0.0,1.0
2023-11-27,0.05,0.07577257006041598,0.05,0.07577257006041598,0.12577257006041598,-0.025772570060415972,0.07859546932679326,0.0,1.0
2023-11-28,0.05,0.07580623045137838,0.05,0.07580623045137838,0.1258062304513784,-0.02580623045137838,3.366039096240614e-05,0.0,1.0
2023-11-29,0.05,0.07606071072890129,0.05,0.07606071072890129,0.1260607107289013,-0.026060710728901287,0.0002544802775229088,0.0,1.0
2023-11-30,0.1,0.11882983598060508,0.1,0.11882983598060508,0.21882983598060507,-0.018829835980605072,0.09276912525170379,0.0,1.0
2023-12-01,0.1,0.11824096299009607,0.15000000000000002,0.06824096299009606,0.2182409629900961,-0.01824096299009606,0.10058887299050902,0.0,1.0
2023-12-04,0.1,0.1283992734297808,0.15000000000000002,0.07839927342978081,0.22839927342978084,-0.02839927342978081,0.01015831043968475,0.0,1.0
2023-12-05,0.1,0.1327855466908704,0.15000000000000002,0.08278554669087038,0.2327855466908704,-0.032785546690870374,0.004386273261089563,0.0,1.0
2023-12-06,0.1,0.14150074529740497,0.2,0.04150074529740495,0.24150074529740495,-0.04150074529740495,0.09128480139346543,0.0,1.0
2023-12-07,0.1,0.1426845602521294,0.2,0.04268456025212937,0.24268456025212937,-0.04268456025212937,0.0011838149547244159,0.0,1.0
2023-12-08,0.15471859603201712,0.15000000000000002,0.25,0.05471859603201712,0.3047185960320171,0.004718596032017117,0.1474031562841465,0.0,1.0
2023-12-11,0.15227653211953324,0.15000000000000002,0.2,0.10227653211953322,0.3022765321195332,0.0022765321195332144,0.0975579360875161,0.0,1.0
2023-12-12,0.1569957283632282,0.15000000000000002,0.2,0.1069957283632282,0.3069957283632282,0.00699572836322819,0.004719196243694976,0.0,1.0
2023-12-13,0.16203771698432887,0.15000000000000002,0.25,0.06203771698432887,0.31203771698432886,0.012037716984328865,0.09495801137889934,0.0,1.0
2023-12-14,0.1567138498783277,0.15000000000000002,0.2,0.10671384987832769,0.3067138498783277,0.006713849878327682,0.09467613289399882,0.0,1.0
