cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.001204233755478512,8.429435641225724e-07,0.0007139729137985229,0.15226111339227064,-0.03190486224587619,0.09286412512218964,0.26588465298142716
