cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.018659112857354665,-4.039705695046595e-06,0.0005606932743667009,-0.007204840649478833,-0.055311268381562195,0.06929590017825311,0.0
