date,AAPL,MSFT,NVDA,AVGO,AMD,JPM,BAC,GS,MS,C,XOM,CVX,COP,SLB,EOG,LLY,JNJ,MRK,ABBV,UNH,CAT,HON,UNP,UPS,LMT,XLK,XLF,XLE,XLV,XLI,SPY
2020-01-02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-01-03,-0.009769558114136928,-0.012529922105142565,-0.01613548179690651,-0.0257640943285337,-0.010235503894026863,-0.019683561452627646,-0.020981773394227153,-0.011762316335351,-0.016273121598842366,-0.01901505126669315,-0.00807198321815498,-0.00346477825576643,0.0036596564175303517,0.00966191091173689,0.010051524348160229,-0.0033335889648444033,-0.011645265107148394,-0.008620272704564322,-0.00953723919118712,-0.010171209946013659,-0.01398156368001571,-0.010732759775887857,-0.007102576313854975,-0.0005995460759439082,0.03534945172328957,-0.011306856042783643,-0.010674531246919737,-0.002975700658321945,-0.008752575913084237,-0.001929338594372236,-0.007263363138593191
2020-01-06,0.007936682486463906,0.002581459012650749,0.00418490243635273,-0.001497030108698268,-0.004330350101220895,-0.0007954586961728831,-0.0014336920018484744,0.010182031128098188,-0.0035218193317967865,-0.0031416928134443663,0.007648762502237806,-0.0033939025168761667,0.011802225056627912,0.006389798098770988,0.03979075347871056,0.0037117036893552576,-0.0012483530298619309,0.004264865122693812,0.007860792863934641,0.006918060942267534,-0.0006738998839847737,-0.007576431561322854,-0.008601368198411698,-0.0044650597967193515,-0.001523855891424548,-0.010888609321989914,-0.0006506181101335529,0.007751337565063715,0.006203554925051807,0.0003620346386010152,0.003470047769834189
2020-01-07,-0.004714229964776516,-0.009159597850282279,0.0120339404809755,-0.003448499490047688,-0.0028973530202322513,-0.01714682118388266,-0.006621587458469577,0.00656103239766443,-0.001961939024459618,-0.00872263921180017,-0.008217671634350577,-0.012851716567840975,0.0,-0.005157815683492286,0.00956514353987966,0.0018884320300284606,0.006088298867255355,-0.026986817999331014,-0.005721031925884958,-0.006054994933193585,-0.013300956135331004,0.000563189922523204,-0.007608428311352331,-0.0017226533114461818,0.0033590732518709136,0.01283602960638534,-0.006529569395606788,-0.0026320133634904455,-0.0019652163149053437,-0.002053264807357881,-0.0028157266000295596
2020-01-08,0.01595831599025016,0.01580289127246091,0.0018737903923127964,-0.012552870100722865,-0.008742770092789303,0.0077707304005336895,0.010059001327221049,0.009593311819504562,0.012684334373661836,0.007589209205692409,-0.015195246497879945,-0.011488553459013012,-0.023437383872493004,-0.02999475049129412,-0.02208095147171024,0.009015161350029543,-0.00013795957806237404,-0.006749181974928338,0.007062413750086399,0.020865036671192588,0.008841790581461012,0.0008441906120843604,0.010891224415716215,0.0056735302191268265,-0.00840677004222274,0.010643545084117158,0.006529569395606853,-0.016608918583441663,0.006470610811594314,0.0033796049065416374,0.005315380727568013
2020-01-09,0.02101836455198069,0.012415579434081026,0.01092273995582313,-0.00806508436663365,0.023554808022020264,0.0036445845430283282,0.0017142861341109266,0.020152234980555406,0.009456791503551795,0.009031672030347757,0.007626484910790144,-0.0016155779203813737,0.01725101936709461,0.01135372357773646,0.010365147755991183,0.01639320173710251,0.0029619446486648855,0.008765085894270119,0.007678221664877355,-0.0056937725840981975,-0.002508560927695039,0.00734246495734833,-0.005123646762273208,0.002311743826735737,0.009443626771599295,0.011271918580065175,0.006163847576827998,0.007341931861786969,0.004290596538317753,0.004208507383950811,0.006757820219582005
2020-01-10,0.0022582111667588177,-0.004637797015255787,0.005335096989856589,-0.023255325600975374,-0.016575249504639053,-0.010017999033178241,-0.008313076396436568,-0.0020218281732088082,0.002877147856041564,-0.010418722249575175,-0.008927345107245722,-0.009147317468427204,-0.009886763931556566,-0.0007529175910956203,-0.022691782724918615,0.015187207793527946,-0.002272337008067832,0.0016768211407591686,-0.01282998577499096,0.0030881504138375593,-0.008042573340286024,-0.0021802943647501647,-0.006497894250044747,-0.009106592143256187,-0.0026545698295072635,-0.0023290292128615754,-0.007466355087576396,-0.005668571364222296,0.00029187138408304377,-0.0071046117371351275,-0.0028818463748890378
2020-01-13,0.02113933553753027,0.011952578992760993,0.0308708778121614,0.006529003872587177,0.011970011871647998,0.008270256089017986,0.009169118680129547,0.01272281792796797,0.010858283652716962,0.017511391813827895,0.009500575274848256,0.0018876024480690495,-0.004442749551927548,-0.015178636972091826,-0.00873164637169759,0.0067885001075301725,0.004402263265892851,-0.00022341376321703652,-0.0060817847107072715,-0.03194873952592291,0.004710710196074249,0.014391135990909755,0.010954726139866098,0.007566023540035662,0.01246339000464716,0.012429062467357936,0.006819315272054967,0.00033433634547476427,-0.0035080916897402272,0.008183942656810925,0.006853742827874079
2020-01-14,-0.013595279598111076,-0.007068035939611666,-0.018828421458622728,0.022975935195033947,-0.011036159663703988,0.011594332780919227,0.007388496242670857,0.001833479846239512,0.0015145781009650954,0.015502278956292801,-0.008633147144702778,-0.003090661800872769,0.0001535272897770988,0.007618117087133097,0.009426895530641268,0.012232349671130991,0.005612224709454513,0.004681239043576479,-0.0036215521701033777,0.008326268729857478,-0.0009540034795099404,-0.004533901386030216,0.004990307001588685,0.004444071923966429,-0.006896909373430459,-0.00472169178992387,-0.0019436352085710144,0.00016712626428141717,0.006034081568753801,0.00011985377853361867,-0.0015257860756819445
2020-01-15,-0.0042947407444263825,0.006455403438676418,-0.006939258848905926,-0.016489282850196522,0.006924734404577221,-0.015099009265368718,-0.01857461603882711,-0.0018334798462395325,0.0015122876228121059,-0.008213346815326735,-0.0015908601229203815,-0.0014628062669523256,-0.0021515299524503505,-0.030826997916130545,0.0047379761597889074,0.003265193133803626,0.003338673765261056,0.01774444529907191,0.011946496188378251,0.02795016460460692,-0.007596272626555935,0.0015504737587496633,0.0,0.005612259628905702,0.01149231967723724,0.001156251771220813,-0.0055275705689685544,-0.007380107297622534,0.008598671403943766,0.001556793320827924,0.001976667794854055
