cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
-0.018084266985006536,-0.00020504524328469976,0.0021684752713034966,-0.09455733528445755,-0.026650116560096193,0.4090909090909091,1.2613636363636365,1.6136363636363635,0.8977272727272727,111.0
