mode,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,gross_pnl_sum,transaction_cost_sum,net_pnl_sum,active_observations,active_hit_rate
mean_reversion,0.011943652238349367,1.191732046038639e-05,0.0007447424155238356,0.2540228587109528,-0.016704480331193317,0.2196078431372549,0.015853901633573454,0.0500365956429672,0.4235294117647059,16.170979666244925,0.01982217623324748,0.0076665093636533645,0.012155666869594118,432,0.5185185185185185
flat,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,
