cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
-0.003274305685803225,-1.5959397526801334e-06,0.0006992834382103486,-0.0022822501799335698,-0.03410141214201512,0.09427609427609428,0.24354657687991021
