date,AAPL,MSFT,NVDA,AVGO,AMD,ADBE,CRM,CSCO,INTC,ORCL,QCOM,TXN,XLK,SPY,QQQ
2020-01-02,300.35,160.62,239.91,322.39000000000004,49.1,334.43,166.99,48.42,60.84,53.95,88.69,129.57,93.39,324.87,216.16
2020-01-03,297.43,158.62,236.07,314.19,48.6,331.81,166.17000000000002,47.63,60.1,53.760000000000005,87.02000000000001,127.85000000000001,92.34,322.51890000000003,214.18
2020-01-06,299.8,159.03,237.06,313.72,48.39,333.71,173.45000000000002,47.800000000000004,59.93,54.04,86.51,126.96000000000001,91.34,323.64,215.56
2020-01-07,298.39,157.58,239.93,312.64000000000004,48.25,333.39,176.0,47.49,58.93,54.160000000000004,88.97,129.41,92.52000000000001,322.73,215.53
2020-01-08,303.19,160.09,240.38,308.74,47.830000000000005,337.87,177.33,47.52,58.970000000000006,54.13,88.71000000000001,129.76,93.51,324.45,217.15
2020-01-09,309.63,162.09,243.02,306.26,48.97,340.45,179.6,47.32,59.300000000000004,54.38,89.91000000000001,131.33,94.57000000000001,326.65000000000003,218.99
2020-01-10,310.33000000000004,161.34,244.32,299.22,48.165,339.81,180.20000000000002,47.13,58.940000000000005,54.45,90.26,130.0,94.35000000000001,325.71,218.43
2020-01-13,316.96,163.28,251.98000000000002,301.18,48.745000000000005,345.63,183.85,47.97,59.59,54.580000000000005,90.97,129.95,95.53,327.95,220.95000000000002
2020-01-14,312.68,162.13,247.28,308.18,48.21,344.63,182.12,47.79,59.43,54.88,90.56,130.67000000000002,95.08,327.45,220.08
2020-01-15,311.34000000000003,163.18,245.57000000000002,303.14,48.545,342.94,181.06,48.010000000000005,58.940000000000005,54.760000000000005,89.67,129.17000000000002,95.19,328.09790000000004,220.17000000000002
2020-01-16,315.24,166.17000000000002,248.93,307.05,49.77,345.38,182.69,49.050000000000004,59.660000000000004,55.43,91.79,130.16,96.47,330.85470000000004,222.28
2020-01-17,318.73,167.1,249.28,308.79,50.93,349.74,182.23,49.02,59.6,55.13,95.91000000000001,131.70000000000002,97.12,332.1316,223.38000000000002
2020-01-21,316.57,166.5,247.94,308.07,51.050000000000004,350.0,185.27,48.800000000000004,60.550000000000004,55.220000000000006,94.54,130.86,97.08,331.3,223.28
2020-01-22,317.7,165.70000000000002,250.05,312.88,51.43,350.06,182.75,49.06,62.730000000000004,54.720000000000006,92.97,133.34,97.43,331.34000000000003,223.87
2020-01-23,319.23,166.72,252.86,319.65000000000003,51.71,351.76,182.3204,49.0,63.32,54.980000000000004,92.0,134.25,97.30040000000001,330.5204,224.59
2020-01-24,318.31,165.04000000000002,250.48000000000002,324.0,50.35,351.37,182.11,48.85,68.47,54.07,89.65,130.52,97.43,328.77,222.70000000000002
2020-01-27,308.95,162.28,240.20000000000002,309.03000000000003,49.260000000000005,346.90000000000003,180.71,47.47,65.69,52.690000000000005,87.05,126.31,95.11,323.5,218.10000000000002
2020-01-28,317.69,165.46,247.97,318.31,50.53,354.63,182.85000000000002,47.77,67.31,53.46,89.15,128.04,96.93,326.89000000000004,221.45000000000002
2020-01-29,324.34000000000003,168.04,245.54,317.51,47.510000000000005,351.66,181.77,47.050000000000004,66.33,53.2,88.23,125.49000000000001,97.18,326.5792,221.81
2020-01-30,323.87,172.78,245.81,315.2,48.78,356.74,185.67000000000002,47.24,66.47,53.31,87.78,124.42,98.02000000000001,327.68,222.60000000000002
2020-01-31,309.51,170.23,236.43,305.16,47.0,351.14,182.31,45.97,63.93,52.45,85.31,120.65,95.33,321.73,219.07
2020-02-03,308.66,174.38,240.33,305.23,48.02,358.0,185.42000000000002,46.53,64.42,53.09,86.48,123.4,96.59,324.12,222.38
2020-02-04,318.85,180.12,247.13,311.6,49.45,366.74,188.34,47.620000000000005,65.46000000000001,54.04,88.93,126.47,99.12,329.06,227.47
2020-02-05,321.45,179.9,250.76000000000002,317.38,49.84,365.55,185.49,48.45,67.34,54.74,90.91000000000001,132.44,99.7,332.86,228.22
2020-02-06,325.21000000000004,183.63,254.245,319.69,49.32,367.46,186.73,48.690000000000005,67.09,54.71,90.61,132.52,100.61,333.98,230.19
2020-02-07,320.03000000000003,183.89000000000001,251.59,315.23,49.730000000000004,366.09000000000003,185.72,47.97,66.02000000000001,54.720000000000006,87.42,128.7,99.69,332.2,229.20000000000002
2020-02-10,321.55,188.70000000000002,262.97,314.2,52.260000000000005,370.0,189.12,48.870000000000005,66.39,54.99,88.60000000000001,129.65,101.04,334.68,231.97
2020-02-11,319.61,184.44,267.89,320.16,53.800000000000004,369.28000000000003,189.11,49.13,67.41,55.150000000000006,90.0,130.7,100.7,335.26,232.01000000000002
2020-02-12,327.2,184.71,272.54,324.7,53.89,374.29,189.46,49.93,67.46000000000001,55.730000000000004,91.72,132.42000000000002,101.79,337.42,234.27
2020-02-13,324.87,183.71,270.78000000000003,323.97,54.53,374.84000000000003,188.64000000000001,47.32,67.44,55.31,90.03,132.81,101.52,337.06,233.97
2020-02-14,324.95,185.35,289.79,317.77,55.31,379.67,189.95000000000002,46.97,67.27000000000001,55.470000000000006,89.60000000000001,132.21,101.96000000000001,337.6,234.64000000000001
