date,long_gross,short_gross,stock_gross,hedge_gross,gross_exposure,net_exposure,turnover,net_XLK_exposure,portfolio_vol_scale
2024-02-09,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-12,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13,0.07423010767873882,0.05,0.05,0.07423010767873882,0.12423010767873882,0.024230107678738816,0.12423010767873882,0.0,1.0
2024-02-14,0.07144303297086554,0.05,0.1,0.02144303297086554,0.12144303297086555,0.02144303297086554,0.10278707470787328,0.0,1.0
2024-02-15,0.06948327708724036,0.05,0.1,0.01948327708724036,0.11948327708724037,0.01948327708724036,0.0019597558836251805,0.0,1.0
2024-02-16,0.07032784221242754,0.05,0.1,0.020327842212427533,0.12032784221242754,0.020327842212427533,0.0008445651251871716,0.0,1.0
2024-02-20,0.05,0.052588020267431326,0.05,0.052588020267431326,0.10258802026743133,-0.0025880202674313235,0.12291586247985886,0.0,1.0
2024-02-21,0.05,0.05313398664074377,0.05,0.05313398664074377,0.10313398664074377,-0.003133986640743769,0.0005459663733124454,0.0,1.0
2024-02-22,0.07572470608258103,0.05,0.1,0.025724706082581025,0.12572470608258102,0.025724706082581025,0.12885869272332479,0.0,1.0
2024-02-23,0.09774206361003651,0.05,0.1,0.04774206361003651,0.1477420636100365,0.04774206361003651,0.022017357527455483,0.0,1.0
2024-02-26,0.09761895178013345,0.05,0.1,0.04761895178013345,0.14761895178013346,0.04761895178013345,0.00012311182990305813,0.0,1.0
2024-02-27,0.1,0.05330475990529148,0.15000000000000002,0.003304759905291478,0.1533047599052915,0.046695240094708525,0.10092371168542494,0.0,1.0
2024-02-28,0.1,0.05345095937607282,0.15000000000000002,0.0034509593760728152,0.15345095937607284,0.04654904062392719,0.00014619947078133716,0.0,1.0
2024-02-29,0.10072565123986331,0.05,0.1,0.050725651239863306,0.1507256512398633,0.050725651239863306,0.10417661061593612,0.0,1.0
2024-03-01,0.11246557460524434,0.05,0.15000000000000002,0.01246557460524434,0.16246557460524436,0.062465574605244344,0.08826007663461896,0.0,1.0
2024-03-04,0.11244142619696804,0.05,0.15000000000000002,0.01244142619696803,0.16244142619696805,0.06244142619696803,2.4148408276310207e-05,0.0,1.0
2024-03-05,0.11172888922727692,0.05,0.15000000000000002,0.011728889227276912,0.16172888922727693,0.061728889227276915,0.0007125369696911188,0.0,1.0
2024-03-06,0.1,0.05245579471568579,0.15000000000000002,0.0024557947156857857,0.15245579471568582,0.04754420528431422,0.014184683942962698,0.0,1.0
2024-03-07,0.10011663990728145,0.05,0.15000000000000002,0.00011663990728143919,0.15011663990728147,0.05011663990728144,0.002572434622967225,0.0,1.0
2024-03-08,0.15000000000000002,0.10613796321343563,0.2,0.05613796321343562,0.2561379632134356,0.04386203678656438,0.10625460312071706,0.0,1.0
2024-03-11,0.15000000000000002,0.0936822852694365,0.2,0.04368228526943651,0.24368228526943653,0.056317714730563496,0.012455677943999113,0.0,1.0
2024-03-12,0.15000000000000002,0.09113193381570042,0.2,0.04113193381570041,0.24113193381570042,0.05886806618429959,0.0025503514537360966,0.0,1.0
2024-03-13,0.17323649942229102,0.1,0.2,0.07323649942229102,0.273236499422291,0.07323649942229102,0.21436843323799143,0.0,1.0
2024-03-14,0.15438950946283633,0.1,0.15000000000000002,0.10438950946283633,0.25438950946283634,0.05438950946283633,0.08115301004054531,0.0,1.0
2024-03-15,0.1730585820931675,0.1,0.2,0.0730585820931675,0.2730585820931675,0.0730585820931675,0.08133092736966883,0.0,1.0
2024-03-18,0.16900768365830593,0.1,0.2,0.06900768365830592,0.26900768365830596,0.06900768365830592,0.0040508984348615745,0.0,1.0
2024-03-19,0.1691324241683223,0.1,0.2,0.0691324241683223,0.2691324241683223,0.0691324241683223,0.00012474051001637454,0.0,1.0
2024-03-20,0.1673877669310671,0.1,0.2,0.06738776693106711,0.26738776693106714,0.06738776693106711,0.0017446572372551844,0.0,1.0
2024-03-21,0.14760153407832272,0.1,0.15000000000000002,0.09760153407832273,0.24760153407832275,0.047601534078322724,0.08021376714725562,0.0,1.0
2024-03-22,0.16814628270902704,0.1,0.15000000000000002,0.11814628270902705,0.2681462827090271,0.06814628270902705,0.12054474863070433,0.0,1.0
2024-03-25,0.1682969559655898,0.1,0.15000000000000002,0.11829695596558981,0.26829695596558983,0.06829695596558981,0.0001506732565627611,0.0,1.0
2024-03-26,0.15326739690245603,0.1,0.2,0.05326739690245602,0.25326739690245603,0.05326739690245602,0.1150295590631338,0.0,1.0
2024-03-27,0.15422238821655465,0.1,0.2,0.05422238821655464,0.25422238821655463,0.05422238821655464,0.0009549913140986174,0.0,1.0
2024-03-28,0.08214466955137989,0.05,0.1,0.03214466955137989,0.13214466955137988,0.03214466955137989,0.12207771866517475,0.0,1.0
