cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.016179979540097866,6.114425790179749e-06,0.0002634381881961832,0.023210096577290146,-0.01747622021336681,0.09356060606060607,0.2916666666666667
