date,AAPL,MSFT,NVDA,AVGO,AMD,ADBE,CRM,CSCO,INTC,ORCL,QCOM,TXN
2021-12-08,0.5426313279103004,0.5190392894543163,0.4483419513780606,0.4762504641568178,0.535024604062078,0.5199171611999505,0.39976908924480453,0.6924318652434968,0.49053748157310645,0.5900336418423348,0.3591058839536331,0.32355927365810344
2021-12-09,0.5317552900071726,0.6257426729427517,0.4437360491173665,0.5403229173756053,0.5550986507076975,0.4925668398269675,0.39409465840370406,0.740003989492282,0.48367927422966955,0.5842978852204996,0.3169526328761691,0.31463470249789277
2021-12-10,0.5400874859572867,0.6514324851368398,0.4334651353731098,0.5171956150936934,0.5131990645307303,0.4670699190052508,0.38479209047008617,0.7077799348390512,0.5128831964487182,0.5838688659193964,0.35823574854687484,0.3775513724983851
2021-12-13,0.5488296446697141,0.44846323051144216,0.4383638560195711,0.6872363002511124,0.5106141284736686,0.4416125635893846,0.40513375068802804,0.691077492699778,0.5244960109874022,0.3110060534286671,0.3802542007576013,0.42503593383604055
2021-12-14,0.553803550095717,0.5345493244902962,0.4631912597467785,0.7255273817549591,0.5153025133700242,0.45990561975964384,0.3912031657055602,0.7078324251699771,0.5331758303652493,0.36518658007355836,0.5415870240673186,0.4847375461973392
2021-12-15,0.5664503268988879,0.3941643330157648,0.5444683419426906,0.687735074694966,0.5173037925654298,0.5345640708380196,0.4093250643490715,0.6948808767195886,0.540541688778886,0.36021655618216,0.5524002961005426,0.5273579825123925
2021-12-16,0.5406609175434786,0.49211942747660503,0.5746727677463366,0.6613437620985806,0.5261493041449901,0.47146757396036737,0.4288235021183352,0.6818998088661513,0.5489718244618526,0.3417003802711659,0.5483702083161524,0.6234743599962141
2021-12-17,0.49327992249677627,0.5092524016007243,0.5607063927954823,0.6455906024157366,0.5213692247917384,0.7693076141438133,0.4201686991034065,0.6025738482459387,0.5657906585092334,0.3258902661227752,0.5821764312690887,0.6886697493454212
2021-12-20,0.4523275058969874,0.3887997786211101,0.5368165675370526,0.6325396122725528,0.5314656856762187,0.6545002550270083,0.43843433235240314,0.45409687674389554,0.5834057155783401,0.3355314336870148,0.5959920894465505,0.7256931550035814
2021-12-21,0.431625236057302,0.5640641905885002,0.5798167965964894,0.6033608110903859,0.5440184553940172,0.5357685557933961,0.4723556204653128,0.4622117585444664,0.5687541805301324,0.3736410322093729,0.5129740942157257,0.7129675134999492
2021-12-22,0.4349142816058609,0.5613373105164758,0.5674003431447564,0.6161328177693058,0.5520472884224088,0.5820719875123613,0.47443379646259626,0.4562626129178293,0.5771134913180522,0.40414857748242516,0.5229629640551179,0.6935799557443317
2021-12-23,0.46685880715839206,0.5067288393305814,0.5425687123376839,0.6046470239995619,0.5383402747651653,0.606668738329986,0.4878082190324936,0.4610706720735294,0.5666185908087938,0.4370476712057042,0.5090050450141707,0.6580607438554816
2021-12-27,0.4996290609852612,0.5707932654845741,0.5244391819501037,0.5892895425540217,0.5352945477820487,0.5078174836085019,0.4981119846422833,0.42853353281879525,0.563006290685425,0.4476669914041303,0.5140872915300252,0.6204041554394985
2021-12-28,0.5093980543040978,0.5451863098893613,0.48430645460958505,0.5898177148046674,0.5396559984283019,0.4464031962964519,0.5239790395090005,0.4097791560775751,0.551613738072375,0.45065683288578584,0.5148176165208069,0.5949371235209091
2021-12-29,0.4125619467548265,0.570487520481959,0.4779297906153453,0.5717830549962902,0.5576894459705383,0.4591420240720064,0.5475541019225334,0.37075951825377923,0.5526992071599073,0.4718817038368253,0.5202850664933024,0.6010503372714736
2021-12-30,0.38672338180713184,0.6411685435618752,0.47859613422363784,0.5582881809794713,0.5716506486114022,0.4857598956281485,0.5439050928334931,0.342490148039133,0.5448139483103933,0.4842824413290358,0.5239531695816443,0.6079329842772719
2021-12-31,0.42834863293651526,0.6218396055768378,0.4636101167161,0.5645577556862734,0.5781014505117665,0.4532534060310404,0.6290412118125345,0.3855988868410958,0.5327119184902634,0.4877378043953839,0.5209394172991664,0.6416031754641511
2022-01-03,0.42130290042909885,0.62587402357929,0.46558260994006917,0.5582733691829124,0.591538934459038,0.49654618854030386,0.6371270892688236,0.38765942578765955,0.5243929207274929,0.4985496380096,0.5233736689977516,0.6866415052324499
2022-01-04,0.3963733738529274,0.5549463554386417,0.4765174349047872,0.5582528783362686,0.6305787866202115,0.4679777775992399,0.6169411524251389,0.4493237131143048,0.50886699107737,0.4941357665321415,0.53601795944501,0.7515977098270161
2022-01-05,0.38162128180871274,0.5261353061802625,0.44594915420938525,0.5522882382050465,0.6328779261706806,0.5074716803893582,0.6189696365152743,0.5790651261452499,0.5403637942026405,0.488338637500127,0.5394940282140916,0.7795272791465498
2022-01-06,0.3344364116106335,0.5020853883015598,0.48564952632358216,0.5600072056233484,0.6355993763217883,0.5608017084849495,0.6264606552980594,0.5486106253221946,0.5543781331610084,0.5009105076974647,0.5280840085193408,0.7571148413374037
2022-01-07,0.29696030142158963,0.5433379241085307,0.5249606734122899,0.5518232127876366,0.6527161768561323,0.43749000209744987,0.6217644847750124,0.5146611496611097,0.5817590868109068,0.5139799712470491,0.4218898071672395,0.7084058423801253
2022-01-10,0.2703926187934052,0.6141966112711938,0.565132417303673,0.5906880162790853,0.6659668434439548,0.41006276010103243,0.596711973396431,0.5404433518802928,0.605464466856718,0.4754292314233924,0.39369787870977246,0.5761070548507836
2022-01-11,0.2887435473447106,0.5642863087210593,0.6099326339334193,0.5021329099671319,0.6653586671209604,0.48281010676455466,0.5898316312481555,0.49401931451619013,0.6024818917193062,0.5044638550920642,0.4178194544132315,0.5303928890478962
2022-01-12,0.2754823622445601,0.6228004341895663,0.5746360161239534,0.4983838967494234,0.5991777367372814,0.4495334362667444,0.5504031135929734,0.44872497543511414,0.6098516118960873,0.5107079898597695,0.38158453028838935,0.47657714531674844
2022-01-13,0.26119922117673733,0.5605056947698096,0.5421075364974179,0.46161751363730447,0.5274411660330596,0.4069088559988116,0.5210916146890583,0.5068589976727997,0.6194006799721253,0.503555218255602,0.3482150961655936,0.41998550117504685
2022-01-14,0.3227687738662829,0.5107936035980275,0.566272305303013,0.4466840090470024,0.5659169558748519,0.45895233756914167,0.5286739283771648,0.5281130031391806,0.6183586776678549,0.47099928765658455,0.36881628956588214,0.41124396771261873
2022-01-18,0.32101244234847975,0.516004307507103,0.5879409148940365,0.448405675888152,0.6010472015199838,0.41978878645820333,0.5364027759488028,0.5384058326917626,0.6334262712364467,0.47606307186640995,0.37719360235295185,0.3960212115561939
2022-01-19,0.30795168353579677,0.5313592393731568,0.5636225555312777,0.4507794720888089,0.6293776105921174,0.4302779051880845,0.533425070768633,0.5536497956865601,0.6470654627143911,0.4991627870577606,0.3929769293589405,0.37636698860414625
