stock,selected,factor_set,factors,candidate,family,selection_score,fold_id,active_days,mr_probability_entry,mr_entry_score,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
AAPL,False,flat,,flat,flat,-inf,,,,,,,,,,,,,,
MSFT,False,flat,,flat,flat,-inf,,,,,,,,,,,,,,
NVDA,False,flat,,flat,flat,-inf,,,,,,,,,,,,,,
AVGO,True,SPY_XLK,"SPY,XLK",mr_p030_s150,mean_reversion,1.4001460582106946,15.0,13.0,0.3,1.5,0.0039057068633445713,3.228237849072129e-05,0.0003654054849704473,1.4024608068981277,-0.0017450795532610863,0.06611570247933884,0.009258994749732467,0.028621672489635725,0.10743801652892562,1.1203383647176284
AMD,False,flat,,flat,flat,-inf,,,,,,,,,,,,,,
ADBE,True,XLK,XLK,mr_p040_s150,mean_reversion,2.21290563532129,15.0,13.0,0.4,1.5,0.0026381540901907474,2.178655297667022e-05,0.00015622691292333695,2.2137722632932966,-0.0011042543780542813,0.08264462809917356,0.0034665118880265297,0.008952356725768745,0.10743801652892562,0.4194479384512101
CRM,False,flat,,flat,flat,-inf,,,,,,,,,,,,,,
CSCO,True,SPY_XLK,"SPY,XLK",mr_p035_s175,mean_reversion,2.1515521190126647,15.0,39.0,0.35,1.75,0.003948547261081625,3.2597506866302585e-05,0.00024024695479221155,2.1539060905945684,-0.0017251166908797133,0.17355371900826447,0.009415886327614973,0.02713466403959364,0.32231404958677684,1.1393222456414118
INTC,True,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p030_s125,mean_reversion,2.254730728154185,15.0,12.0,0.3,1.25,0.009466665533261587,7.802089701052691e-05,0.0005486037614047392,2.2576282382112054,-0.0016878030947398148,0.05785123966942149,0.011590040228082922,0.02755230044377891,0.09917355371900827,1.4023948675980336
ORCL,True,XLK,XLK,mr_p030_s175,mean_reversion,2.2871636285866734,15.0,33.0,0.3,1.75,0.008761798503231555,7.222307754035051e-05,0.0005008603035764836,2.28907302966951,-0.00180492919818942,0.15702479338842976,0.007637604331346759,0.03212519111680674,0.2727272727272727,0.9241501240929578
QCOM,True,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p035_s125,mean_reversion,1.6105345648710154,15.0,39.0,0.35,1.25,0.004985353644154644,4.118096556551067e-05,0.0004047955570414936,1.6149573542580244,-0.0029061828534554524,0.1652892561983471,0.017691157548035727,0.09285223284407598,0.32231404958677684,2.1406300633123228
TXN,True,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p040_s150,mean_reversion,2.2951435170083783,15.0,10.0,0.4,1.5,0.005742356215624911,4.737600341905924e-05,0.00032746128042973784,2.2966707330005334,-0.0015334640306583491,0.06611570247933884,0.006108863968621127,0.014796491818376972,0.08264462809917356,0.7391725402031564
