horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
15m,6.0,-0.07382443708936948,-0.00016356676624344424,0.00220123323416977,-0.07430687657463797,-0.09615037667827475,0.41125541125541126,1.0909090909090908,1.396103896103896,0.8225108225108225,504.0
