fold_id,stock,factor_set,factors,candidate,family,selection_score,active_days,mr_probability_entry,mr_entry_score,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,selected
10.0,AAPL,SPY_XLK,"SPY,XLK",mr_p035_s200,mean_reversion,1.4842514439934675,26.0,0.35,2.0,0.0036371604736817886,3.030702842505616e-05,0.00032343566775680207,1.4874956880208425,-0.002216163330503007,0.15,0.01297697610949969,0.021699220628336437,0.21666666666666667,1.5572371331399628,True
10.0,MSFT,XLK,XLK,mr_p040_s125,mean_reversion,2.3248212184241424,25.0,0.4,1.25,0.0026446966649402714,2.2021481823989145e-05,0.0001502778341116107,2.3262258769632935,-0.0004227105787918406,0.125,0.005618634156605307,0.019905562610770988,0.20833333333333334,0.6742360987926368,True
,NVDA,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
10.0,AVGO,SPY_XLK,"SPY,XLK",mr_p040_s175,mean_reversion,2.1377592104711756,12.0,0.4,1.75,0.006156790760410091,5.122207725066448e-05,0.00038006393412645363,2.1394433810650484,-0.0008958293486199809,0.08333333333333333,0.006736682375490747,0.014843197244363148,0.1,0.8084018850588897,True
10.0,AMD,XLK,XLK,mr_p035_s125,mean_reversion,2.5714081896175096,35.0,0.35,1.25,0.011392150151311453,9.457075962471446e-05,0.0005831039511113031,2.5746082919376643,-0.003399749301320587,0.16666666666666666,0.01280040928061803,0.0431863769058447,0.2916666666666667,1.5360491136741634,True
,ADBE,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
,CRM,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
,CSCO,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
,INTC,flat,,flat,flat,-inf,,,,,,,,,,,,,,False
10.0,ORCL,SPY_XLK,"SPY,XLK",mr_p040_s150,mean_reversion,3.908447891113291,21.0,0.4,1.5,0.005179577244059708,4.306782675083339e-05,0.000174858735949675,3.9099021895084864,-0.00037699383502165507,0.14166666666666666,0.005817193580781188,0.017408786968899203,0.175,0.6980632296937426,True
10.0,QCOM,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p040_s125,mean_reversion,2.6084816199252034,15.0,0.4,1.25,0.0054661774935858,4.546630045749824e-05,0.0002763166286235317,2.612058303778209,-0.0015618140827690086,0.09166666666666666,0.014306735412022143,0.02811543799940385,0.125,1.716808249442657,True
10.0,TXN,SPY_QQQ_XLK,"SPY,QQQ,XLK",mr_p040_s150,mean_reversion,1.8883669515047765,15.0,0.4,1.5,0.002732552800957855,2.2758574712420284e-05,0.00019109890635376803,1.8905454782209474,-0.0010604974629973007,0.075,0.00871410686468344,0.01587333709204717,0.125,1.045692823762013,True
