cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.0040187083524447775,2.3883902207841666e-06,0.0005246221563375953,0.00455259121623379,-0.016644319598941526,0.03479236812570146,0.10213243546576879
