fold_id,train_start,train_end,test_start,test_end,retrained,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.0,2019-01-02,2019-01-22,2019-01-23,2019-01-29,yes,-0.006994442781954158,-2.100956218579706e-05,0.0007214736939744939,-0.029120344042009944,-0.01612187700126233,0.051515151515151514,0.15151515151515152
1.0,2019-01-09,2019-01-29,2019-01-30,2019-02-05,yes,-0.003937519122064415,-1.1855675468010952e-05,0.00044718625769142725,-0.02651171690564728,-0.007751440920876318,0.02727272727272727,0.09090909090909091
2.0,2019-01-16,2019-02-05,2019-02-06,2019-02-12,yes,0.00988364104404904,2.99575496432267e-05,0.000554984174175889,0.053979106138857876,-0.00661328471304945,0.045454545454545456,0.12727272727272726
3.0,2019-01-23,2019-02-12,2019-02-13,2019-02-19,yes,-0.002992191724666804,-8.942622924431496e-06,0.0005253028617892541,-0.01702374682287412,-0.011587659190625876,0.021212121212121213,0.07272727272727272
4.0,2019-01-30,2019-02-19,2019-02-20,2019-02-26,yes,0.008136887627075984,2.464015534762237e-05,0.0004070668570965759,0.060530978924124346,-0.0031292478837512405,0.030303030303030304,0.08484848484848485
5.0,2019-02-06,2019-02-26,2019-02-27,2019-02-28,yes,3.256386775940534e-05,2.686569490623579e-07,0.00021035044150344762,0.0012771874741130725,-0.001816825597897198,0.030303030303030304,0.06060606060606061
