cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.0020775931677425863,9.578547511366456e-05,0.0017386039731321272,0.05509332579121239,-0.005145755134031371,0.13636363636363635,0.6818181818181818,0.5909090909090909,0.45454545454545453,15.0
