cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.03533613094775401,-8.081567494002323e-05,0.0013746327415323101,-0.05879073915403585,-0.04029293841489723,0.3068181818181818,0.5568181818181818,0.9636363636363636,0.6909090909090909,245.0,0.04006989206048615,-0.04006989206048615,-0.04006989206048615,-2.4232990891271848e-05,-1.3890765579298657e-05,1.2542415350308212e-05,-6.28510915204152e-05,-5.0234787130189486e-05
