horizon,num_folds,cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
15m,4.0,0.03186591274921757,2.1830981480045192e-05,0.0013137020545129236,0.016617909216971868,-0.03943575380207631,0.1998663101604278,0.6290106951871658,0.606951871657754,0.43315508021390375,941.0
