cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.004329941570543561,1.3381157961526881e-05,0.0007605162737265656,0.017594834487838867,-0.01056695575182387,0.10303030303030303,0.2636363636363636
