timestamp,AAPL,MSFT,NVDA,SPY,XLK,QQQ
2019-01-02 10:15:00-05:00,0.0026704862961080197,0.007704660886982471,0.0020388136640269935,0.004883176901456557,0.004885605353444599,0.005501896963876608
2019-01-02 10:30:00-05:00,0.0009955841850039272,-0.001995510764457108,0.007926859321499384,-0.0023377209815954084,-0.0003249654752784546,-0.0007841343885298677
2019-01-02 10:45:00-05:00,0.0067501895863531945,0.005279422562268495,0.011200325462040995,0.002941415610949485,0.00421633641739889,0.003979650346285552
2019-01-02 11:00:00-05:00,0.000191283833911429,0.0005959179795956368,0.009318152979411373,0.0012866651018147311,0.00048535836578106697,0.001171303208584594
2019-01-02 11:15:00-05:00,0.005119166677643754,0.0029742747351183194,0.004936836927060344,0.004010191246308848,0.0035521148191029347,0.004056405750360794
2019-01-02 11:30:00-05:00,0.00022197910316438255,-0.0010895405198269998,-0.0023373883034967474,-0.0013616614370871153,-0.0016130336588806307,-0.0009720377915996414
2019-01-02 11:45:00-05:00,0.0006022664418518175,-0.0004460634970994789,0.001826551249404736,0.001521735071300361,0.0003228149491352657,0.0009396517499807871
2019-01-02 12:00:00-05:00,-0.0045736144518121686,-0.0038244763133146787,-0.005636498342589952,-0.004049724861089844,-0.0048532004988861175,-0.004479363501166685
2019-01-02 12:15:00-05:00,0.0020353004322801833,0.0018892319430474304,0.00161367255465485,0.000843373543965517,0.001296491551834259,0.001755184744946818
2019-01-02 12:30:00-05:00,-9.531222704223724e-05,-0.0010933307917459477,-0.003340249402949272,-0.0004015177424403715,-0.0001619695500788289,6.494771711062388e-05
2019-01-02 12:45:00-05:00,0.004058601550634557,0.004267149473785499,0.004841558753209364,0.003407773012794977,0.0038800469015473587,0.004406578105492433
2019-01-02 13:00:00-05:00,0.0009804697551488058,0.0033611815540204844,0.005582631761204662,0.0012199635524049847,0.002578359336703732,0.0014860763864320422
2019-01-02 13:15:00-05:00,0.001358416863709948,0.001627098946354534,0.0034144602733452824,0.0018171838658350016,0.0016081051949829663,0.0022571917232147966
2019-01-02 13:30:00-05:00,-0.00015786067249845719,-0.00044349176571404264,-0.0019964071314367365,0.0007977185673210518,0.0,0.0007083521450156232
2019-01-02 13:45:00-05:00,-0.0009160836487953355,-0.00039438008891734923,-0.0037859528293814454,-0.0007179180685256402,-0.0003214142253463539,0.00019309989761341108
2019-01-02 14:00:00-05:00,0.0032498805955410697,0.0030523851978196616,0.006072414710685648,0.0020725809049294687,0.0025684258440882442,0.0021216415313584105
2019-01-02 14:15:00-05:00,-0.0053695643858585745,-0.005767966889836123,-0.006145362152086422,-0.004909405565901471,-0.0054658121768479785,-0.004925246158477139
2019-01-02 14:30:00-05:00,0.002625213026991886,0.0006425306040899479,0.003095583075440332,0.0012396034856682425,0.001610695363123199,0.0020309812103883377
2019-01-02 14:45:00-05:00,-0.00047392617117457967,0.0009877031767461053,-0.0006183504789185935,0.00011988012002375196,0.0001609269395167131,-0.0008376828893735382
2019-01-02 15:00:00-05:00,-0.0019296170479205436,-0.0025700602294554714,-0.003535568917776187,-0.0016796308761696964,-0.0019328346196099831,-0.0016774738602420881
2019-01-02 15:15:00-05:00,-0.004251949924892278,-0.0014857371988182173,-0.0022664141884511206,-0.0009610572368509547,-0.0019365777052099463,-0.0016156136382275224
2019-01-02 15:30:00-05:00,-0.0006361728059842432,-0.0033758657886105046,-0.004438012749210153,-0.0011625111547327544,-0.0021021999979810198,-0.0018773877463422542
2019-01-03 10:15:00-05:00,-0.006636001074053182,-0.008727032910908383,-0.009390466067419579,-0.008489429108604814,-0.008551359957090507,-0.0075953076315627595
2019-01-03 10:30:00-05:00,0.0038271565745357813,0.0024431223024066295,0.003875072662747779,0.0020782403568092253,0.0033621953165656826,0.0031772325255150263
2019-01-03 10:45:00-05:00,-0.012861464117078386,-0.007244929648946708,-0.00877914196270505,-0.005715351027504243,-0.007750017730672479,-0.007695662751889844
2019-01-03 11:00:00-05:00,0.007359674349311612,0.0033738913509493537,0.01221537244372307,0.004493379836162501,0.005061166434160506,0.0057110757213956875
2019-01-03 11:15:00-05:00,0.004355179958504884,0.005191908231962972,0.00046240993463953444,0.0025237633732305307,0.003695309487651612,0.0031074405170288906
2019-01-03 11:30:00-05:00,0.003816930967375336,-0.00025387798760344445,0.003154091390875593,-0.0011389754521102945,0.00033526108770995085,-0.0007924715620281483
2019-01-03 11:45:00-05:00,0.002870434783736857,0.009853790031409907,0.005094722862274526,0.008389786981747081,0.0071810595831330315,0.007175331950401159
2019-01-03 12:00:00-05:00,-0.0004144934603917085,-0.0035260967422882823,-0.005017917946722204,-0.002606667671139698,-0.00283286308430409,-0.0027587130373240057
2019-01-03 12:15:00-05:00,0.004721948560325948,-0.0010097441156815886,-0.0023452078183166707,-0.0004249850813253741,-0.00016688918596796765,-0.0009212648300715773
2019-01-03 12:30:00-05:00,-0.002754632965590717,-0.002123787206040328,-0.001617936328903784,-0.0016206473980508711,-0.002674021815635757,-0.0026698764973752155
2019-01-03 12:45:00-05:00,-0.0027276667753503014,0.00025306845636778705,-0.0014274969147960153,-0.0010142400155417508,-0.0005021761069710131,-0.0004291633032213389
