cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count,forecast_target_corr,inverted_forecast_target_corr,effective_forecast_target_corr,forecast_q1_mean_pnl,forecast_q2_mean_pnl,forecast_q3_mean_pnl,forecast_q4_mean_pnl,forecast_q5_mean_pnl
-0.017260091056432114,-1.1273802011446279e-05,0.0008536527599471926,-0.013206543152444891,-0.03598054857442712,0.0768716577540107,0.14037433155080214,0.17446524064171123,0.15842245989304812,210.0,0.013269698962171658,-0.013269698962171658,-0.013269698962171658,-4.903211945127102e-06,-9.315881089973113e-06,1.1220338200258733e-05,-1.0222967309185244e-05,-9.360095641471642e-06
