cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.002887057996317166,3.282482413659026e-05,0.0003601338103323871,0.09114618843005727,-0.0016860684770282353,0.06818181818181818,0.11363636363636363,0.125,0.125,10.0
