cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover
0.0034072370502382654,4.040911903975695e-05,0.0018844612197306948,0.021443327470295065,-0.013370703938333395,0.5568181818181818,1.1704545454545454
