cum_return,mean_bar_return,bar_vol,sharpe,max_drawdown,hit_rate,turnover,avg_gross_exposure,active_rate,position_change_count
0.0010862166594425293,3.2128313813690503e-06,0.0012221858343949153,0.0026287584841462935,-0.03138457675300976,0.19772727272727272,0.5818181818181818,0.6863636363636364,0.41363636363636364,256.0
