,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-5.365815230239685e-05,-0.19478593214001422,-0.10703852804130762,-0.11276257166152985,9.398597399103981e-06,-6.004791327272672e-05,-3.002354725004715e-05
MSFT,0.00019498703329070348,-0.09485433086063848,0.09811566168687798,-0.14569086063339223,3.6616077544392365e-05,0.0001789074190484122,8.945463587116441e-05
NVDA,0.0004270686856991596,0.11579769429925597,-0.09318845330175698,-0.2635752700909646,6.000299245448619e-05,-0.00016507921876223564,-8.254044225884324e-05
