,intercept,residual,residual_mean,residual_vol,spread_bps,imbalance,microprice_pressure
AAPL,-0.00010747747321179614,-0.010924860437882314,-0.006124330006088148,0.008818510667747533,6.8169301863526e-05,0.0002497906158349891,0.00012489527519829243
MSFT,-0.0005531828121424805,-0.001111443941233566,0.003061854875711647,0.0046064671019265665,0.0004847628349970384,4.295195493952219e-05,2.147599396346807e-05
NVDA,0.00024220410281912272,0.02911094821232238,-0.011619876910632525,-0.008705172335907693,6.745145621393364e-06,0.0001187190065963596,5.935949260944812e-05
